year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2013,San Diego,All Combined,All Combined,11173,70276,53.91,15.39,94389,32783,60168,1438,22,9,13,0,0,0,617,306,311,,,3164818,1034895,1503289,148746,12659,363954,104439,0.32,0.47,0.04,0,0.11,0.03,2982.4463839626800,1035.8573541985700,1901.1519777756600,45.43705198845560,353.03767862796500,2220.5384322258000,0.6951426590723380,0.2843765423477750,0.41076611672456400,0,0,0,19.495591847619700,9.668802439824340,9.82678940779533
2014,San Diego,All Combined,All Combined,10585,59050,53.86,17.16,92361,31406,59527,1428,23,6,17,0,0,0,732,413,319,,,3192457,1043933,1516417,150045,12770,367133,105351,0.32,0.47,0.04,0,0.11,0.03,2893.1008311153400,983.7563982850830,1864.6139948008700,44.73043802939240,331.5628057010630,1849.6725249549200,0.7204482315658440,0.1879430169302200,0.532505214635624,0,0,0,22.929048065486900,12.936744332030200,9.992303733456710
2005,San Francisco,All Combined,All Combined,6014,35129,30.11,8.14,31729,17681,14042,6,7,0,7,0,0,0,238,53,185,,,780187,110787,347963,49932,2341,246539,22625,0.14,0.44,0.06,0,0.31,0.02,4066.8455126783700,2266.2515525124100,1799.824913770670,0.7690463952872840,770.8408368762870,4502.6384700078300,0.897220794501831,0,0.897220794501831,0,0,0,30.505507013062300,6.793243158371010,23.712263854691200
2006,San Francisco,All Combined,All Combined,6605,38085,25.6,9.48,32357,17314,15038,5,5,4,1,2,1,1,261,60,201,,,781295,110944,348458,50003,2344,246889,22658,0.14,0.44,0.06,0,0.31,0.02,4141.457452050760,2216.0643546931700,1924.7531342194700,0.6399631381232440,845.3913054608050,4874.5992230847500,0.6399631381232440,0.5119705104985950,0.12799262762464900,0.25598525524929800,0.12799262762464900,0.12799262762464900,33.40607581003330,7.679557657478930,25.726518152554400
2007,San Francisco,All Combined,All Combined,6465,35453,24.43,9.14,32466,17176,15282,8,9,3,6,0,0,0,220,99,121,,,787127,111772,351059,50376,2361,248732,22827,0.14,0.44,0.06,0,0.31,0.02,4124.620296343540,2182.1129245979400,1941.491017332650,1.016354412947340,821.3414099630680,4504.101625277750,1.1433987145657600,0.3811329048552520,0.7622658097105040,0,0,0,27.94974635605180,12.577385860223300,15.3723604958285
2008,San Francisco,All Combined,All Combined,6808,37093,31.02,10.77,33497,18494,14993,10,5,0,5,0,0,0,366,52,314,,,795002,112890,354571,50880,2385,251221,23055,0.14,0.44,0.06,0,0.31,0.02,4213.448519626370,2326.283455890680,1885.9072052648900,1.2578584707963000,856.3500469181210,4665.774425724720,0.6289292353981500,0,0.6289292353981500,0,0,0,46.03762003114460,6.54086404814076,39.496755983003800
2009,San Francisco,All Combined,All Combined,6030,35393,35.1,10.61,31469,16678,14782,9,4,0,4,0,0,0,413,30,383,,,800239,113634,356907,51215,2401,252876,23207,0.14,0.44,0.06,0,0.31,0.02,3932.450180508570,2084.127366949120,1847.1981495528200,1.1246640066280200,753.5248844407730,4422.80368739839,0.4998506696124530,0,0.4998506696124530,0,0,0,51.6095816374858,3.7488800220934000,47.8607016153924
2010,San Francisco,All Combined,All Combined,5808,33200,33.28,9.88,22112,10802,11305,5,5,0,5,0,0,0,350,28,322,,,804989,123163,333265,44274,1610,271281,31395,0.15,0.41,0.05,0,0.33,0.03,2746.869833003930,1341.8816903088100,1404.3670161952500,0.6211264998652160,721.5005422434340,4124.279959105030,0.6211264998652160,0,0.6211264998652160,0,0,0,43.47885499056510,3.4783083992452100,40.00054659131990
2011,San Francisco,All Combined,All Combined,5465,33779,34.18,9.45,22837,8911,13917,9,9,4,5,0,0,0,427,38,389,,,808768,123742,334830,44482,1618,272555,31542,0.15,0.41,0.05,0,0.33,0.03,2823.6774946585400,1101.7992798923800,1720.7654110944100,1.1128036717575400,675.7191184616600,4176.5994698108700,1.1128036717575400,0.4945794096700170,0.6182242620875210,0,0,0,52.796351982274300,4.698504391865160,48.09784759040910
2012,San Francisco,All Combined,All Combined,5874,40038,28.6,7.17,20408,8244,12144,20,6,3,3,0,0,0,413,39,374,,,816446,124916,338009,44905,1633,275142,31841,0.15,0.41,0.05,0,0.33,0.03,2499.6141814645400,1009.7422242254800,1487.4223157440900,2.4496414949672100,719.4597070718700,4903.937308774860,0.7348924484901630,0.3674462242450820,0.3674462242450820,0,0,0,50.58509687107290,4.776800915186060,45.808295955886900
2013,San Francisco,All Combined,All Combined,7164,49438,32.84,7.73,21009,9220,11786,3,2,1,1,0,0,0,426,41,385,,,828440,126751,342974,45564,1657,279184,32309,0.15,0.41,0.05,0,0.33,0.03,2535.971223021580,1112.9351552315200,1422.6739413838100,0.3621264062575440,864.7578581430160,5967.601757520160,0.2414176041716960,0.1207088020858480,0.1207088020858480,0,0,0,51.42194968857130,4.949060885519770,46.47288880305150
2014,San Francisco,All Combined,All Combined,6822,45936,30.57,9.48,18309,7953,10352,4,9,6,3,0,0,0,348,37,311,,,834903,127740,345650,45920,1670,281362,32561,0.15,0.41,0.05,0,0.33,0.03,2192.949360584400,952.565747158652,1239.9045158539400,0.47909757181373200,817.1009087283190,5501.956514708890,1.0779695365809000,0.7186463577205970,0.35932317886029900,0,0,0,41.68148874779470,4.431652539277020,37.249836208517600
2005,San Joaquin,All Combined,All Combined,5949,36552,41.58,11.47,38712,14023,24660,29,6,0,6,0,0,0,156,47,109,,,780187,110787,347963,49932,2341,246539,22625,0.14,0.44,0.06,0,0.31,0.02,4961.887342393550,1797.3896001856000,3160.780684630740,3.7170575772218700,762.5095009273420,4685.030640090130,0.7690463952872840,0,0.7690463952872840,0,0,0,19.995206277469400,6.024196763083720,13.971009514385700
2006,San Joaquin,All Combined,All Combined,6079,36202,39.34,11.46,39759,14542,25189,28,4,2,2,0,0,0,148,44,104,,,656247,238874,258561,45937,3281,89906,19031,0.36,0.39,0.06,0,0.13,0.02,6058.541981906200,2215.933939507530,3838.341356227150,4.266686171517740,926.3280441662970,5516.520456474470,0.6095265959311050,0.3047632979655530,0.3047632979655530,0,0,0,22.552484049450900,6.7047925552421600,15.847691494208700
2007,San Joaquin,All Combined,All Combined,6054,34415,37.64,11.19,37998,13480,24433,85,3,2,1,1,0,1,139,34,105,,,665304,242171,262130,46571,3327,91147,19294,0.36,0.39,0.06,0,0.13,0.02,5711.374048555250,2026.1414330892300,3672.4565010882200,12.776114377788200,909.9599581544680,5172.823250724480,0.45092168392193600,0.3006144559479580,0.1503072279739790,0.1503072279739790,0,0.1503072279739790,20.892704688383100,5.11044575111528,15.782258937267800
2008,San Joaquin,All Combined,All Combined,6156,33567,40.59,11.03,38870,12662,26172,36,3,1,2,0,0,0,175,27,148,,,672492,244787,264962,47074,3362,92131,19502,0.36,0.39,0.06,0,0.13,0.02,5779.994408855420,1882.8476769983900,3891.793508324260,5.35322353277065,915.4012241037810,4991.434842347570,0.44610196106422100,0.14870065368807400,0.29740130737614700,0,0,0,26.022614395412900,4.0149176495779900,22.007696745834900
2009,San Joaquin,All Combined,All Combined,5531,28730,40.93,12.13,34673,11072,23552,49,9,4,5,0,0,0,191,44,147,,,677833,246731,267066,47448,3389,92863,19657,0.36,0.39,0.06,0,0.13,0.02,5115.271755727440,1633.4406852425300,3474.6021512673500,7.228919217565390,815.9826978031460,4238.507124911300,1.327760672614050,0.5901158544951340,0.7376448181189170,0,0,0,28.178032052142600,6.491274399446470,21.686757652696200
2010,San Joaquin,All Combined,All Combined,5524,28296,31.04,11.21,30182,9690,20469,23,5,4,1,0,0,0,160,32,128,,,684057,271571,238736,45832,2736,101240,23942,0.39,0.34,0.06,0,0.14,0.03,4412.2054156305700,1416.5486209482500,2992.294501773970,3.36229290833951,807.535044594237,4136.497397146730,0.7309332409433720,0.5847465927546970,0.14618664818867400,0,0,0,23.389863710187900,4.6779727420375800,18.711890968150300
2011,San Joaquin,All Combined,All Combined,5694,29142,28.15,9.89,24521,8108,16204,209,3,3,0,0,0,0,153,42,111,,,689160,273597,240517,46174,2757,101996,24121,0.39,0.34,0.06,0,0.14,0.03,3558.099715595800,1176.5047303964200,2351.268210575190,30.32677462418020,826.2232282779040,4228.62615357827,0.4353125544140690,0.4353125544140690,0,0,0,0,22.200940275117500,6.09437576179697,16.106564513320600
2012,San Joaquin,All Combined,All Combined,6249,29264,28.53,9.69,25075,9150,15165,760,11,6,5,0,0,0,152,49,103,,,696328,276442,243018,46654,2785,103057,24371,0.39,0.34,0.06,0,0.14,0.03,3601.032846589540,1314.0359141094400,2177.852965843680,109.14396663641300,897.421904619662,4202.617157431550,1.5797153065796600,0.8616628944979950,0.7180524120816630,0,0,0,21.828793327282500,7.036913638400290,14.79187968888230
2013,San Joaquin,All Combined,All Combined,4980,28603,31.74,9.68,23342,9039,14139,164,2,1,1,0,0,0,136,41,95,,,701620,278543,244865,47009,2806,103840,24557,0.39,0.34,0.06,0,0.14,0.03,3326.872096006390,1288.304210256260,2015.1934095379300,23.374476212194600,709.7859240044470,4076.7081896183100,0.2850545879535930,0.14252729397679700,0.14252729397679700,0,0,0,19.383711980844300,5.843619053048660,13.540092927795700
2014,San Joaquin,All Combined,All Combined,5346,25092,30.41,10.31,22273,8610,13577,86,7,5,2,1,0,1,138,35,103,,,708678,281345,247329,47481,2835,104884,24804,0.39,0.34,0.06,0,0.14,0.03,3142.894234052700,1214.9382371119200,1915.8207253505800,12.135271590200300,754.3623479210590,3540.677148154730,0.9877546643186330,0.7055390459418810,0.2822156183767520,0.1411078091883760,0,0.1411078091883760,19.472877667995900,4.938773321593160,14.534104346402700
2005,San Luis Obispo,All Combined,All Combined,760,6427,57.89,15.76,12739,2698,9987,54,1,0,1,0,0,0,47,22,25,,,259213,48732,190003,4925,1555,8036,5962,0.18,0.73,0.01,0,0.03,0.02,4914.491171353290,1040.842858961550,3852.816023887690,20.832288504048800,293.1951715384640,2479.428115102250,0.385783120445348,0,0.385783120445348,0,0,0,18.131806660931400,8.487228649797660,9.644578011133700
2006,San Luis Obispo,All Combined,All Combined,738,6711,55.82,13.18,12596,2516,10027,53,3,2,1,0,0,0,70,20,50,,,260873,49044,191220,4957,1565,8087,6000,0.18,0.73,0.01,0,0.03,0.02,4828.4030926926100,964.4539680227540,3843.6327255024500,20.316399167411000,282.8962751990430,2572.5161285376400,1.149984858532700,0.7666565723551310,0.3833282861775650,0,0,0,26.832980032429600,7.666565723551310,19.166414308878300
2007,San Luis Obispo,All Combined,All Combined,884,6233,55.76,13.86,12190,2328,9798,64,1,0,1,0,0,0,96,31,65,,,262982,49441,192766,4997,1578,8152,6049,0.18,0.73,0.01,0,0.03,0.02,4635.298233339160,885.2316888608350,3725.730278117890,24.336266360435300,336.1446791035130,2370.124191009270,0.3802541618818020,0,0.3802541618818020,0,0,0,36.504399540653000,11.787879018335900,24.71652052231710
2008,San Luis Obispo,All Combined,All Combined,780,6170,57.69,14.29,12137,2221,9858,58,1,0,1,0,0,0,68,18,50,,,265505,49915,194615,5045,1593,8231,6107,0.18,0.73,0.01,0,0.03,0.02,4571.288676296120,836.5190862695620,3712.9244270352700,21.845162991280800,293.7797781586030,2323.873373382800,0.3766407412289790,0,0.3766407412289790,0,0,0,25.611570403570600,6.779533342121620,18.832037061448900
2009,San Luis Obispo,All Combined,All Combined,694,5977,58.06,15.27,12304,2275,9962,67,1,0,1,0,0,0,120,34,86,,,267537,50297,196105,5083,1605,8294,6153,0.18,0.73,0.01,0,0.03,0.02,4598.990046236590,850.3496712604240,3723.597109932460,25.04326504371360,259.40337224383900,2234.083509944420,0.3737800752793070,0,0.3737800752793070,0,0,0,44.85360903351690,12.708522559496400,32.14508647402040
2010,San Luis Obispo,All Combined,All Combined,717,6180,58.15,16.92,11600,2391,9153,56,0,0,0,1,0,1,91,27,64,,,269333,57907,188802,5387,1077,9696,6464,0.21,0.7,0.02,0,0.03,0.02,4306.936023435670,887.7486234512670,3398.395295043680,20.792104940723900,266.21320075891200,2294.557295244180,0,0,0,0.37128758822721300,0,0.37128758822721300,33.7871705286764,10.024764882134800,23.76240564654160
2011,San Luis Obispo,All Combined,All Combined,680,6196,54.55,14.39,10908,2449,8407,52,1,1,0,0,0,0,105,30,75,,,270305,58116,189484,5406,1081,9731,6487,0.21,0.7,0.01,0,0.03,0.02,4035.441445774220,906.0135772553230,3110.1903405412400,19.23752797765490,251.5676735539480,2292.2254490298000,0.3699524611087480,0.3699524611087480,0,0,0,0,38.84500841641850,11.098573833262400,27.746434583156100
2012,San Luis Obispo,All Combined,All Combined,906,6252,64.23,16.61,12004,2620,9369,15,2,0,2,0,0,0,88,30,58,,,269620,57968,189004,5392,1078,9706,6471,0.21,0.7,0.01,0,0.03,0.02,4452.1919738891800,971.7380016319260,3474.8905867517200,5.563385505526300,336.0284845337880,2318.8190787033600,0.7417847340701730,0,0.7417847340701730,0,0,0,32.638528299087600,11.126771011052600,21.511757288035000
2013,San Luis Obispo,All Combined,All Combined,1069,6208,53.5,13.57,11560,2539,9010,11,0,0,0,0,0,0,92,43,49,,,270768,58215,189808,5415,1083,9748,6498,0.21,0.7,0.01,0,0.03,0.02,4269.337587898130,937.7031259233000,3327.571943508830,4.062518465993030,394.8029309224130,2292.737694262250,0,0,0,0,0,0,33.9774271701235,15.880754003427300,18.096673166696200
2014,San Luis Obispo,All Combined,All Combined,1177,5683,62.78,17.49,11986,2537,9436,13,3,0,3,0,0,0,119,30,89,,,272955,58685,191341,5459,1092,9826,6551,0.21,0.7,0.01,0,0.03,0.02,4391.200014654430,929.4572365408220,3456.980088292940,4.76268982066641,431.20660914802800,2082.0281731420900,1.0990822663076300,0,1.0990822663076300,0,0,0,43.59692989686940,10.990822663076300,32.60610723379310
2005,San Mateo,All Combined,All Combined,2447,18628,48.67,18.75,19061,6275,12497,289,5,0,5,0,0,0,121,40,81,,,700350,161781,320060,21711,1401,175788,20310,0.23,0.45,0.03,0,0.25,0.02,2721.6391804098000,895.9805811380020,1784.3935175269500,41.265081744841900,349.3967302063250,2659.812950667520,0.7139287499107590,0,0.7139287499107590,0,0,0,17.277075747840400,5.7114299992860700,11.565645748554300
2006,San Mateo,All Combined,All Combined,2195,17792,45.55,16.83,20016,6367,13295,354,2,2,0,1,1,0,122,64,58,,,699347,161549,319602,21680,1399,175536,20281,0.23,0.45,0.03,0,0.25,0.02,2862.0985004582800,910.4207210440600,1901.0591308749400,50.618648539280200,313.8642190500570,2544.08755596292,0.2859810651936740,0.2859810651936740,0,0.14299053259683700,0.14299053259683700,0,17.444844976814100,9.151394086197550,8.293450890616530
2007,San Mateo,All Combined,All Combined,2129,15540,50.02,16.91,19126,5769,12947,410,3,1,2,0,0,0,127,47,80,,,701838,162125,320740,21757,1404,176161,20353,0.23,0.45,0.03,0,0.25,0.02,2725.130300724670,821.9845605396120,1844.7277006944600,58.418039490594700,303.34635628164900,2214.1861797166900,0.4274490694433760,0.14248302314779200,0.28496604629558400,0,0,0,18.095343939769600,6.696702087946220,11.398641851823400
2008,San Mateo,All Combined,All Combined,2167,16967,47.2,16.38,18939,5494,13014,431,0,0,0,0,0,0,138,52,86,,,707820,163506,323474,21942,1416,177663,20527,0.23,0.45,0.03,0,0.25,0.02,2675.680257692630,776.1860359978530,1838.6030346698300,60.89118702494980,306.1512813992260,2397.078353253650,0,0,0,0,0,0,19.49648215648050,7.346500522731770,12.149981633748700
2009,San Mateo,All Combined,All Combined,2072,15772,46.62,18.72,19131,5492,13119,520,0,0,0,0,0,0,122,34,88,,,713818,164892,326215,22128,1428,179168,20701,0.23,0.45,0.03,0,0.25,0.02,2680.094926157650,769.3837925073340,1837.8634329759100,72.8477006744016,290.27006884107700,2209.526798147430,0,0,0,0,0,0,17.091191312071100,4.763118890249340,12.328072421821800
2010,San Mateo,All Combined,All Combined,1795,15184,47.91,20.69,18784,5521,12819,444,0,0,0,0,0,0,113,46,67,,,718614,182528,296069,17965,719,194744,27307,0.25,0.41,0.02,0,0.27,0.03,2613.9206862098400,768.2845032242620,1783.850579031300,61.785603954278700,249.7863943647080,2112.9563298238000,0,0,0,0,0,0,15.724714519895200,6.401211220488330,9.323503299406910
2011,San Mateo,All Combined,All Combined,1576,14015,49.36,18.19,16853,5129,11287,437,0,0,0,0,0,0,132,60,72,,,722372,183482,297617,18059,722,195763,27450,0.25,0.41,0.02,0,0.27,0.03,2333.008477626490,710.0219831333440,1562.4913479481500,60.49514654499340,218.17013948491900,1940.1361071580800,0,0,0,0,0,0,18.2731335101582,8.305969777344640,9.967163732813560
2012,San Mateo,All Combined,All Combined,1764,14433,50.45,18.37,17086,5274,11507,305,1,0,1,0,0,0,110,47,63,,,729630,185326,300608,18241,730,197730,27726,0.25,0.41,0.02,0,0.27,0.03,2341.7348519112400,722.8321203897870,1577.1007222839000,41.802009237558800,241.76637473788100,1978.1258994284800,0.13705576799199600,0,0.13705576799199600,0,0,0,15.076134479119600,6.441621095623810,8.634513383495740
2013,San Mateo,All Combined,All Combined,1776,14751,51.23,16.66,17450,5319,11813,318,3,1,2,0,0,0,137,59,78,,,739804,187910,304799,18495,740,200487,28113,0.25,0.41,0.02,0,0.27,0.03,2358.73285356662,718.974214792026,1596.7742807554400,42.98435801915100,240.0635844088430,1993.9064941525100,0.4055128115014250,0.13517093716714200,0.27034187433428300,0,0,0,18.518418391898400,7.975085292861350,10.543333099037000
2014,San Mateo,All Combined,All Combined,1561,14186,47.27,17.96,17412,5310,11857,245,1,0,1,0,0,0,156,62,94,,,745635,189391,307202,18641,746,202067,28334,0.25,0.41,0.02,0,0.27,0.03,2335.19081051721,712.1446820495280,1590.1882288251000,32.85789964258650,209.3517605799080,1902.5394462438100,0.1341138760921900,0,0.1341138760921900,0,0,0,20.92176467038160,8.315060317715770,12.606704352665800
2005,Santa Barbara,All Combined,All Combined,1668,9737,54.55,14.57,30746,4802,25232,712,1,0,1,0,0,0,77,20,57,,,411440,159639,216006,7406,2057,18103,8640,0.38,0.52,0.01,0,0.04,0.02,7472.778533929610,1167.1203577678400,6132.607427571460,173.05074859031700,405.4054054054050,2366.566206494260,0.24304880419988300,0,0.24304880419988300,0,0,0,18.714757923391000,4.860976083997670,13.853781839393400
2006,Santa Barbara,All Combined,All Combined,1752,9092,47.77,14.91,28569,4551,23326,692,3,2,1,0,0,0,97,17,80,,,412271,159961,216442,7421,2061,18140,8658,0.38,0.52,0.01,0,0.04,0.02,6929.665195951210,1103.8855510089200,5657.928886581880,167.85075836039900,424.9631916870210,2205.3455130242,0.7276766980942150,0.48511779872947600,0.24255889936473800,0,0,0,23.52821323837960,4.12350128920055,19.40471194917910
2007,Santa Barbara,All Combined,All Combined,1644,8895,46.65,12.69,26253,4442,21506,305,1,0,1,0,0,0,104,23,81,,,414750,160923,217744,7466,2074,18249,8710,0.38,0.52,0.01,0,0.04,0.02,6329.837251356240,1071.0066305003000,5185.292344786020,73.53827606992160,396.38336347197100,2144.6654611211600,0.24110910186859600,0,0.24110910186859600,0,0,0,25.075346594333900,5.545509342977700,19.529837251356200
2008,Santa Barbara,All Combined,All Combined,1653,9408,61.4,17.15,28428,4123,24093,212,1,0,1,0,0,0,106,35,71,,,418309,162304,219612,7530,2092,18406,8784,0.38,0.52,0.01,0,0.04,0.02,6795.933149896370,985.6350210012220,5759.6178901242900,50.680238770860800,395.1624277746830,2249.0551243219700,0.23905773005123000,0,0.23905773005123000,0,0,0,25.340119385430400,8.367020551793050,16.973098833637300
2009,Santa Barbara,All Combined,All Combined,1897,8909,58.67,18.91,28895,4143,24386,366,3,0,3,0,0,0,95,21,74,,,421197,163424,221128,7582,2106,18533,8845,0.38,0.52,0.01,0,0.04,0.02,6860.210305391540,983.6252394960080,5789.689860089220,86.89520580630920,450.38307490319300,2115.1622637388200,0.7122557852976160,0,0.7122557852976160,0,0,0,22.55476653442450,4.985790497083310,17.568976037341200
2010,Santa Barbara,All Combined,All Combined,1841,8703,60.56,22.23,26953,4058,22427,468,0,0,0,0,0,0,61,10,51,,,423740,185174,198310,6780,2119,21187,10170,0.43,0.46,0.01,0,0.05,0.02,6360.7400764619800,957.6627177042530,5292.632274507950,110.4450842497760,434.4645301364040,2053.853778260250,0,0,0,0,0,0,14.39561995563320,2.3599376976447800,12.03568225798840
2011,Santa Barbara,All Combined,All Combined,1657,9083,61.73,20.72,22109,3844,18026,239,4,2,2,0,0,0,76,22,54,,,424732,185608,198775,6796,2124,21237,10194,0.43,0.46,0.01,0,0.05,0.02,5205.4001111289,905.041296629404,4244.0880366913700,56.27077780812370,390.1283632973260,2138.5249992936700,0.9417703398849160,0.4708851699424580,0.4708851699424580,0,0,0,17.893636457813400,5.179736869367040,12.713899588446400
2012,Santa Barbara,All Combined,All Combined,1643,10164,64.45,19.19,21561,3941,17484,136,5,5,0,0,0,0,86,24,62,,,425613,185993,199187,6810,2128,21281,10215,0.43,0.46,0.01,0,0.05,0.02,5065.869698528950,925.9585585966590,4107.957228750060,31.95391118222420,386.0314417087820,2388.084950412700,1.1747761464053000,1.1747761464053000,0,0,0,0,20.206149718171200,5.638925502745450,14.567224215425800
